Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,Holders of other higher courses,1,Tourism,Daytime,Higher education—degree (1st cycle),Portuguese,Secondary Education,Secondary Education,Technicians & Professionals,Farmers/Ag Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,2.6606980044540243,0.9999999999230769,0.9999999999166667,0.4237708261845805
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,1.2095958961239486,No,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,3.667419899573727,0.9999999999444444,0.9999999999230769,0.0947609274838329
Single,2nd phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,0.6472542142146189,0.8571428570204082,0.9999999998571428,0.5622401607581535
Single,Holders of other higher courses,1,Communication Design,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Bachelor’s Degree,Unskilled Workers,Technicians & Professionals,No,No,No,No,Female,No,0.10037481318626838,No,0,3,3,2,10.0,0,0,6,0,0,0.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.198402593504836,0.6666666664444444,0.0,-3.3180698419603294
Single,Transfer,1,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.26936554779295835,No,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-0.35946768090508374,0.6666666665555555,0.49999999991666666,-0.5211160289604884
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,No,Female,No,-0.8239760892617984,No,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3727558081837903
Single,Holders of other higher courses,1,Veterinary Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,Secondary Education,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,0.10037481318626838,No,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.42012689632738137
Single,1st phase—general contingent,1,Equiniculture,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.1545049989796554
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Administrative Staff,Machine Operators,No,No,No,Yes,Female,No,1.7642064375927886,No,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,-0.4230784726285358
Married,Over 23 years old,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,Yes,No,Female,No,1.2095958961239486,No,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.6950416459449846,0.59999999988,0.39999999992,1.5722741444806296
Single,1st phase—general contingent,6,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Care Workers,Subsistence Farmers,Yes,No,Yes,Yes,Female,Yes,-0.4542357282825717,No,0,6,8,5,11.6,0,0,6,8,4,11.75,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,-0.02389371586518287,0.8333333331944445,0.6666666665555555,0.1939814407549348
Single,Over 23 years old,1,Social Service,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,Yes,No,No,No,Female,No,1.0247257156343352,No,0,6,11,1,13.0,0,0,6,12,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.3661895760247864,0.16666666663888888,0.0,-4.356114556063363
Single,Holders of other higher courses,1,Management,Daytime,Higher education—degree,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Legislative/Executive Officers,Unskilled Workers,No,No,No,Yes,Female,No,0.8398555351447219,No,0,5,9,3,12.0,0,0,5,11,4,13.625,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,-0.35946768090508374,0.59999999988,0.79999999984,0.7043534251889262
Single,Change in course,2,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Unknown,Other Situation,Student,No,No,Yes,Yes,Female,No,-0.08449536730334498,No,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,-1.4890428695279747,2.6,0.14012166938988344,Graduate,2.4929110219340735,0.8571428570816326,0.8571428570816326,0.14207920504978297
Married,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle,Portuguese,General commerce course,Basic Edu 1st Cycle,Unskilled Workers,Armed Forces,No,No,Yes,Yes,Female,No,2.1339467985720155,No,0,6,10,6,12.875,0,0,6,12,6,12.9,0,1.7397314879516577,0.3,-0.40621112311617363,Enrolled,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.15072957766730838
Single,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Student,Service/Sales/Security,No,No,No,No,Female,No,1.0247257156343352,No,0,6,12,1,11.0,0,0,6,0,0,0.0,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,-1.3661895760247864,0.16666666663888888,0.0,-3.6640847466613407
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,2.1339467985720155,No,0,6,10,4,12.25,0,0,6,13,4,10.5,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,-0.1916806983851333,0.6666666665555555,0.6666666665555555,-0.46344687817698665
Single,Change in course,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,No,Female,No,1.7642064375927886,No,0,7,7,0,0.0,7,0,8,8,0,0.0,7,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,11,4,10.75,0,0,6,13,5,11.5,0,1.476924272807967,2.8,-1.7896667428492534,Enrolled,-0.02389371586518287,0.6666666665555555,0.8333333331944445,0.4015903835755414
Divorced,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Administrative Staff,No,No,No,Yes,Female,Yes,2.1339467985720155,No,0,8,9,8,13.63,1,0,8,9,8,13.63,1,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,1.1506151617744702,0.999999999875,0.999999999875,0.14207920504978297
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Student,Student,Yes,No,No,Yes,Female,No,-0.26936554779295835,No,0,5,8,3,13.0,0,0,5,7,4,11.5,1,-1.4890428695279747,2.6,0.14012166938988344,Graduate,-0.35946768090508374,0.59999999988,0.79999999984,-0.37694315200173384
Single,1st phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,0.6472542142146189,0.8571428570204082,0.9999999998571428,-0.309387861083917
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Higher Education Degree,Basic Edu 2nd Cycle,Technicians & Professionals,Skilled Industry Workers,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,-0.038617467405188295
Single,2nd phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,10,5,12.0,0,0,6,11,4,12.0,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,-0.02389371586518287,0.8333333331944445,0.6666666665555555,0.14207920504978297
Single,Technological specialization diploma holders,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,-0.08449536730334498,No,3,6,6,6,12.5,0,2,6,7,6,13.285714285714286,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.41394805874343493
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,3rd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.14389326665476757,0.9999999998,0.9999999998,-0.405777727393485
Single,1st phase—general contingent,2,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Unknown,Secondary Education,Technicians & Professionals,Administrative Staff,Yes,No,Yes,Yes,Female,No,-0.6391059087721851,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.5154457641223975
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle,Portuguese,General commerce course,Tech Specialization Course,Service/Sales/Security,Technicians & Professionals,No,No,Yes,No,Female,No,1.5793362571031753,No,0,5,7,0,0.0,0,0,5,7,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Secondary Education,Basic Education 3rd Cycle,Legislative/Executive Officers,Service/Sales/Security,No,No,Yes,Yes,Female,Yes,1.949076618082402,No,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,-0.3192740012182322
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,1.1506151617744702,0.999999999875,0.999999999875,0.14207920504978297
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.3809942582957197
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,12th Year—not completed,Basic Education 3rd Cycle,Administrative Staff,Technicians & Professionals,No,No,No,Yes,Female,No,0.10037481318626838,No,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,-0.1916806983851333,0.59999999988,0.9999999998,0.4650264494373935
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,6,11,5,11.2,0,0,6,6,6,12.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,0.4188911288105922
Single,1st phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 2nd Cycle,Administrative Staff,Machine Operators,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,1.1506151617744702,0.999999999875,0.999999999875,0.14207920504978297
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Technicians & Professionals,Yes,No,Yes,Yes,Female,No,-0.26936554779295835,No,7,9,10,8,13.25,0,4,9,14,5,12.2,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,0.6472542142146189,0.8888888887901234,0.5555555554938272,-0.22123644488627905
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,-0.08449536730334498,No,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.6561584920341426
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,Yes,No,Yes,Yes,Female,No,-0.4542357282825717,No,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.030928247300722637
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Armed Forces,Yes,No,No,Yes,Female,No,0.10037481318626838,No,1,7,8,6,14.357142857142858,0,1,7,8,6,14.357142857142858,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.4794672316946684,0.8571428570204082,0.8571428570204082,0.14207920504978297
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.08441005426628069
Single,2nd phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Legislative/Executive Officers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Administrative Staff,No,No,No,Yes,Female,No,0.6549853546551084,No,0,5,9,2,12.0,0,0,5,9,3,11.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.6950416459449846,0.39999999992,0.59999999988,-0.20393569965122826
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.24643290646754912
Single,3rd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,5,1,16.0,0,0,5,5,0,0.0,0,-0.8132528877299118,-0.8,-1.3755112388527264,Dropout,-1.3661895760247864,0.19999999996,0.0,-5.394159270166397
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.4542357282825717,No,0,6,8,6,13.125,0,0,6,10,6,13.2,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.1680303229023586
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Administrative Staff,Administrative Staff,No,No,No,Yes,Male,No,-0.6391059087721851,No,0,6,7,0,0.0,0,0,6,6,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
